0,0.0404
7.9361e-06,0.0404
1.4807e-05,0.0404
2.3594e-05,0.0404
3.2265e-05,0.0404
3.9838e-05,0.0404
5.1997e-05,0.040401
6.7855e-05,0.040401
9.6117e-05,0.040401
0.00011775,0.040401
0.00013958,0.040401
0.00015802,0.040402
0.00017413,0.040402
0.00019302,0.040402
0.00021465,0.040402
0.0002358,0.040402
0.00025426,0.040403
0.00027149,0.040403
0.00028889,0.040403
0.00030925,0.040403
0.0003309,0.040403
0.00035075,0.040403
0.00036827,0.040404
0.00038642,0.040404
0.00040578,0.040404
0.00042648,0.040404
0.00044654,0.040404
0.00046523,0.040405
0.00048295,0.040405
0.00050231,0.040405
0.00052284,0.040405
0.00054322,0.040405
0.00056214,0.040406
0.00058065,0.040406
0.00059923,0.040406
0.00061935,0.040406
0.00063985,0.040406
0.00065961,0.040406
0.00067813,0.040407
0.00069716,0.040407
0.00071673,0.040407
0.00073709,0.040407
0.000757,0.040407
0.00077632,0.040408
0.00079502,0.040408
0.0008147,0.040408
0.00083485,0.040408
0.0008551,0.040408
0.0008745,0.040409
0.00089381,0.040409
0.00091302,0.040409
0.00093317,0.040409
0.00095339,0.040409
0.00097337,0.04041
0.0009926,0.04041
0.0010122,0.04041
0.001032,0.04041
0.0010523,0.04041
0.0010723,0.040411
0.0010922,0.040411
0.0011115,0.040411
0.0011315,0.040411
0.0011517,0.040411
0.001172,0.040412
0.0011918,0.040412
0.0012117,0.040412
0.0012314,0.040412
0.0012517,0.040412
0.0012719,0.040413
0.0012922,0.040413
0.001312,0.040413
0.001332,0.040413
0.0013521,0.040413
0.0013726,0.040414
0.0013928,0.040414
0.001413,0.040414
0.0014329,0.040414
0.0014532,0.040414
0.0014735,0.040415
0.0014941,0.040415
0.0015142,0.040415
0.0015345,0.040415
0.0015546,0.040415
0.0015752,0.040416
0.0015956,0.040416
0.0016162,0.040416
0.0016363,0.040416
0.0016568,0.040416
0.0016771,0.040417
0.0016978,0.040417
0.0017183,0.040417
0.0017389,0.040417
0.0017592,0.040417
0.0017799,0.040418
0.0018004,0.040418
0.0018212,0.040418
0.0018417,0.040418
0.0018624,0.040418
0.0018829,0.040419
0.0019037,0.040419
0.0019243,0.040419
0.0019452,0.040419
0.0019658,0.040419
0.0019866,0.04042
0.0020072,0.04042
0.0020282,0.04042
0.002049,0.04042
0.0020699,0.04042
0.0020906,0.040421
0.0021116,0.040421
0.0021324,0.040421
0.0021535,0.040421
0.0021743,0.040421
0.0021953,0.040422
0.0022161,0.040422
0.0022373,0.040422
0.0022582,0.040422
0.0022794,0.040422
0.0023003,0.040423
0.0023215,0.040423
0.0023424,0.040423
0.0023637,0.040423
0.0023848,0.040423
0.0024061,0.040424
0.0024271,0.040424
0.0024484,0.040424
0.0024695,0.040424
0.0024909,0.040425
0.002512,0.040425
0.0025334,0.040425
0.0025546,0.040425
0.002576,0.040425
0.0025972,0.040426
0.0026187,0.040426
0.00264,0.040426
0.0026615,0.040426
0.0026828,0.040426
0.0027044,0.040427
0.0027257,0.040427
0.0027473,0.040427
0.0027687,0.040427
0.0027903,0.040427
0.0028117,0.040428
0.0028334,0.040428
0.0028549,0.040428
0.0028766,0.040428
0.0028981,0.040429
0.0029199,0.040429
0.0029414,0.040429
0.0029633,0.040429
0.0029848,0.040429
0.0030067,0.04043
0.0030283,0.04043
0.0030502,0.04043
0.0030718,0.04043
0.0030938,0.04043
0.0031155,0.040431
0.0031374,0.040431
0.0031592,0.040431
0.0031812,0.040431
0.003203,0.040432
0.003225,0.040432
0.0032468,0.040432
0.0032689,0.040432
0.0032908,0.040432
0.0033129,0.040433
0.0033348,0.040433
0.003357,0.040433
0.003379,0.040433
0.0034012,0.040433
0.0034232,0.040434
0.0034454,0.040434
0.0034674,0.040434
0.0034897,0.040434
0.0035118,0.040435
0.0035342,0.040435
0.0035563,0.040435
0.0035786,0.040435
0.0036008,0.040435
0.0036232,0.040436
0.0036454,0.040436
0.0036679,0.040436
0.0036901,0.040436
0.0037126,0.040437
0.0037349,0.040437
0.0037574,0.040437
0.0037797,0.040437
0.0038023,0.040437
0.0038247,0.040438
0.0038473,0.040438
0.0038697,0.040438
0.0038924,0.040438
0.0039148,0.040439
0.0039375,0.040439
0.00396,0.040439
0.0039827,0.040439
0.0040052,0.040439
0.004028,0.04044
0.0040506,0.04044
0.0040734,0.04044
0.004096,0.04044
0.0041189,0.040441
0.0041415,0.040441
0.0041645,0.040441
0.0041871,0.040441
0.0042101,0.040441
0.0042328,0.040442
0.0042558,0.040442
0.0042786,0.040442
0.0043016,0.040442
0.0043244,0.040443
0.0043475,0.040443
0.0043704,0.040443
0.0043935,0.040443
0.0044164,0.040443
0.0044395,0.040444
0.0044625,0.040444
0.0044857,0.040444
0.0045086,0.040444
0.0045319,0.040445
0.0045549,0.040445
0.0045782,0.040445
0.0046012,0.040445
0.0046246,0.040446
0.0046477,0.040446
0.0046711,0.040446
0.0046942,0.040446
0.0047176,0.040446
0.0047408,0.040447
0.0047642,0.040447
0.0047875,0.040447
0.004811,0.040447
0.0048342,0.040448
0.0048578,0.040448
0.0048811,0.040448
0.0049047,0.040448
0.004928,0.040449
0.0049516,0.040449
0.004975,0.040449
0.0049987,0.040449
0.0050221,0.040449
0.0050458,0.04045
0.0050693,0.04045
0.005093,0.04045
0.0051165,0.04045
0.0051403,0.040451
0.0051639,0.040451
0.0051877,0.040451
0.0052113,0.040451
0.0052352,0.040452
0.0052588,0.040452
0.0052828,0.040452
0.0053064,0.040452
0.0053304,0.040452
0.0053541,0.040453
0.0053781,0.040453
0.0054019,0.040453
0.0054259,0.040453
0.0054497,0.040454
0.0054738,0.040454
0.0054977,0.040454
0.0055218,0.040454
0.0055457,0.040455
0.0055699,0.040455
0.0055938,0.040455
0.005618,0.040455
0.005642,0.040456
0.0056663,0.040456
0.0056903,0.040456
0.0057146,0.040456
0.0057386,0.040457
0.005763,0.040457
0.0057871,0.040457
0.0058115,0.040457
0.0058356,0.040457
0.00586,0.040458
0.0058842,0.040458
0.0059087,0.040458
0.0059329,0.040458
0.0059574,0.040459
0.0059817,0.040459
0.0060062,0.040459
0.0060306,0.040459
0.0060552,0.04046
0.0060795,0.04046
0.0061042,0.04046
0.0061285,0.04046
0.0061532,0.040461
0.0061777,0.040461
0.0062024,0.040461
0.0062269,0.040461
0.0062517,0.040462
0.0062762,0.040462
0.006301,0.040462
0.0063255,0.040462
0.0063504,0.040463
0.006375,0.040463
0.0063999,0.040463
0.0064246,0.040463
0.0064495,0.040464
0.0064742,0.040464
0.0064992,0.040464
0.0065239,0.040464
0.006549,0.040464
0.0065737,0.040465
0.0065988,0.040465
0.0066236,0.040465
0.0066487,0.040465
0.0066736,0.040466
0.0066988,0.040466
0.0067237,0.040466
0.0067489,0.040466
0.0067738,0.040467
0.0067991,0.040467
0.006824,0.040467
0.0068493,0.040467
